,Order,Family,Genus,Species,PlacentalMammal,AdultBodyMass (g),NeonateBodyMass (g),LitterSize (number),GestationLen (d),InterbirthInterval (d),LittersPerYear (number),WeaningAge (d),WeaningBodyMass (g),FemaleSexualMaturity (d),MaleSexualMaturity (d),PantheriaSexualMaturity (d),AgeAtFirstBirth (d),MaxLongevity (m),BasalMetabolicRate (W),BasalMetabolicRate (mLO2hr),BasalMetabolicRate (g),RefsAnAge,RefsPanTHERIA,BinomialName,YoungPerYear_Litters (number),YoungPerYear_Interval (number),YoungPerYear_Estimated (number),YoungMassPerYear_Estimated (g),Order_savage04,Family_savage04,mass_g,BMR_W,BMR_MJ_per_day,species_average_mass_g,species_average_BMR_W,species_average_BMR_MJ_per_day,ref
3191,Rodentia,Muridae,Mus,orangiae,True,,,,,,,,,,,,,,,,,,,Mus orangiae,,,,,,,,,,,,,
3192,Rodentia,Muridae,Mus,oubanguii,True,,,,,,,,,,,,,,,,,,,Mus oubanguii,,,,,,,,,,,,,
3193,Rodentia,Muridae,Mus,pahari,True,,,,,,,,,,,,,,,,,,,Mus pahari,,,,,,,,,,,,,
3194,Rodentia,Muridae,Mus,phillipsi,True,,,,,,,,,,,,,,,,,,,Mus phillipsi,,,,,,,,,,,,,
3195,Rodentia,Muridae,Mus,platythrix,True,29.080000000000002,,6.93,,,,,,,,,,,,,,,581;1297,Mus platythrix,,,,,,,,,,,,,
3196,Rodentia,Muridae,Mus,saxicola,True,,,,,,,,,,,,,,,,,,,Mus saxicola,,,,,,,,,,,,,
3197,Rodentia,Muridae,Mus,setulosus,True,11.180000000000001,,3.9199999999999995,,,,,,,,,,,,,,,904;1297;2655,Mus setulosus,,,,,,,,,,,,,
3198,Rodentia,Muridae,Mus,setzeri,True,6.65,,,,,,,,,,,,,,,,,2655,Mus setzeri,,,,,,,,,,,,,
3199,Rodentia,Muridae,Mus,shortridgei,True,,,,,,,,,,,,,,,,,,,Mus shortridgei,,,,,,,,,,,,,
3200,Rodentia,Muridae,Mus,sorella,True,,,,,,,,,,,,,,,,,,,Mus sorella,,,,,,,,,,,,,
3201,Rodentia,Muridae,Mus,spicilegus,True,,,6.700000000000001,,,4.5,,,,,103.46000000000004,,42.00000000000001,,,,"671,978",2671,Mus spicilegus,1.4888888888888892,,1.4888888888888892,,,,,,,,,,
3202,Rodentia,Muridae,Mus,spretus,True,16.67,,5.15,,,,,,,,40.36000000000001,,,,61.90999999999998,21.8,,1169;1297;1822;2655,Mus spretus,,,,,Rodentia,Muridae,21.8,0.345,0.029807999999999998,21.8,0.345,0.029807999999999998,White & Seymour (2003)
3203,Rodentia,Muridae,Mus,tenellus,True,,,1.94,,,,,,,,,,,,,,,1297,Mus tenellus,,,,,,,,,,,,,
3204,Rodentia,Muridae,Mus,terricolor,True,,,,,,,,,,,,,,,,,,,Mus terricolor,,,,,,,,,,,,,
3205,Rodentia,Muridae,Mus,triton,True,12.620000000000001,1.29,4.4,,,3.0000000000000004,27.500000000000004,4.5,,,50.85000000000001,,,,,,,730;1244;1297;2112;2655,Mus triton,1.4666666666666666,,1.4666666666666666,1.892,,,,,,,,,
3206,Rodentia,Muridae,Mus,vulcani,True,,,,,,,,,,,,,,,,,,,Mus vulcani,,,,,,,,,,,,,
3207,Rodentia,Gliridae,Muscardinus,avellanarius,True,23.500000000000004,0.8,4.0,23.0,49.99999999999999,1.5,38.99999999999999,,334.99999999999994,334.99999999999994,346.10999999999996,,63.599999999999994,0.3509999999999999,,,"1,36,434,455,570,610,671,680",461;462;543;1297;1573;2151;2655;2678;2805,Muscardinus avellanarius,2.6666666666666665,0.547945205479452,1.2087957704309988,0.9670366163447991,Rodentia,Myoxidae,23.5,0.351,0.030326399999999996,23.5,0.351,0.030326399999999996,White & Seymour (2003)
3208,Chiroptera,Phyllostomidae,Musonycteris,harrisoni,True,,,,,,,,,,,,,,,,,,1658;2151,Musonycteris harrisoni,,,,,,,,,,,,,
3209,Carnivora,Mustelidae,Mustela,africana,True,536.9800000000002,,,,,,,,,,,,,,,,,1113;2655,Mustela africana,,,,,,,,,,,,,
3210,Carnivora,Mustelidae,Mustela,altaica,True,180.23999999999998,,5.44,40.0,365.0,,56.00000000000002,,,,,,,,,,,1113;1297;2655,Mustela altaica,,5.44,5.44,,,,,,,,,,
3211,Carnivora,Mustelidae,Mustela,erminea,True,125.50000000000004,2.3,6.7700000000000005,43.0,365.0,1.0,44.99999999999999,26.60000000000001,95.0,365.0,93.09,,149.99999999999997,1.276,,,"36,420,434,455,538,610,671,680,817",367;542;730;1113;1297;1573;1577;2338;2655;2986,Mustela erminea,6.7700000000000005,6.7700000000000005,6.7700000000000005,15.571,Carnivora,Mustelidae,75.0,0.93,0.080352,125.5,1.276,0.11024640000000001,Heusner (1991)
3212,Carnivora,Mustelidae,Mustela,erminea,True,125.50000000000004,2.3,6.7700000000000005,43.0,365.0,1.0,44.99999999999999,26.60000000000001,95.0,365.0,93.09,,149.99999999999997,1.276,,,"36,420,434,455,538,610,671,680,817",367;542;730;1113;1297;1573;1577;2338;2655;2986,Mustela erminea,6.7700000000000005,6.7700000000000005,6.7700000000000005,15.571,Carnivora,Mustelidae,210.0,1.75,0.1512,,,0.0,Heusner (1991)
3213,Carnivora,Mustelidae,Mustela,eversmanii,True,,5.73,9.400000000000002,36.0,365.0,1.0,51.0,,318.99999999999994,318.99999999999994,326.62999999999994,365.0,109.2,,,,"434,455,671,817",1113;1297;2655,Mustela eversmanii,9.400000000000002,9.400000000000002,9.400000000000002,53.862000000000016,,,,,,,,,
3214,Carnivora,Mustelidae,Mustela,felipei,True,211.30000000000007,,,,,,,,,,,,,,,,,1113;2655,Mustela felipei,,,,,,,,,,,,,
3215,Carnivora,Mustelidae,Mustela,frenata,True,225.0,3.1,6.200000000000001,24.999999999999996,365.0,1.0,37.0,34.60000000000001,161.99999999999994,365.0,200.68999999999994,,105.59999999999998,1.344,206.4,204.38000000000008,"36,420,434,455,538,610,671,680,817",367;1113;1297;1573;2151;2655;2986,Mustela frenata,6.200000000000001,6.200000000000001,6.200000000000001,19.220000000000002,Carnivora,Mustelidae,225.0,1.344,0.1161216,225,1.344,0.1161216,White & Seymour (2003)
3216,Carnivora,Mustelidae,Mustela,itatsi,True,,,,,,,,,,,,,,,,,,,Mustela itatsi,,,,,,,,,,,,,
3217,Carnivora,Mustelidae,Mustela,kathiah,True,263.74000000000007,,,,,,,,,,,,,,,,,1113;2655,Mustela kathiah,,,,,,,,,,,,,
3218,Carnivora,Mustelidae,Mustela,lutreola,True,,7.999999999999998,4.0,54.00000000000001,365.0,,57.00000000000001,,322.99999999999994,322.99999999999994,351.7100000000001,,100.8,,,,"134,434,455,542,671",543;1015;1113;1297;2655,Mustela lutreola,,4.0,4.0,31.999999999999993,,,,,,,,,
3219,Carnivora,Mustelidae,Mustela,lutreolina,True,466.25000000000017,,,,,,,,,,,,,,,,,1015;1113;2655,Mustela lutreolina,,,,,,,,,,,,,
3220,Carnivora,Mustelidae,Mustela,nigripes,True,,7.400000000000001,3.0000000000000004,43.0,365.0,,,,365.0,365.0,371.23,,112.80000000000003,,,,"434,441,455,542,671,978",543;1015;1113;1297;2655;2986,Mustela nigripes,,3.0000000000000004,3.0000000000000004,22.200000000000006,,,,,,,,,
3221,Carnivora,Mustelidae,Mustela,nivalis,True,,2.6,4.999999999999999,36.0,199.99999999999991,1.5,38.99999999999999,43.49999999999999,119.99999999999997,119.99999999999997,169.99000000000004,,109.2,,204.60000000000008,76.46000000000002,"434,455,671,730,731",367;542;730;1113;1297;1573;1577;2655;2986,Mustela nivalis,3.3333333333333326,2.7397260273972583,3.0219894260774955,7.857172507801489,,,,,,,,,
3222,Carnivora,Mustelidae,Mustela,nudipes,True,569.42,,4.0,,,,,,,,,,,,,,,1113;1297;2655,Mustela nudipes,,,,,,,,,,,,,
3223,Carnivora,Mustelidae,Mustela,putorius,True,,9.500000000000002,7.499999999999999,42.00000000000001,139.99999999999994,1.5,62.99999999999999,,312.00000000000006,322.00000000000006,308.50000000000006,,133.20000000000002,,847.7999999999996,1030.0000000000002,"1,197,198,434,455,671,731,1136",367;542;543;1113;1297;1573;1577;2655;2986,Mustela putorius,4.999999999999999,2.876712328767122,3.79256663011154,36.02938298605964,,,,,,,,,
3224,Carnivora,Mustelidae,Mustela,sibirica,True,,,6.0,29.000000000000004,,,59.999999999999986,,,,,,105.59999999999998,,,,"434,455,671",543;1113;1297;2655,Mustela sibirica,,,,,,,,,,,,,
3225,Carnivora,Mustelidae,Mustela,strigidorsa,True,1500.0,,,,,,,,,,,,,,,,,1113,Mustela strigidorsa,,,,,,,,,,,,,
3226,Carnivora,Mustelidae,Mustela,subpalmata,True,,,,,,,,,,,,,,,,,,,Mustela subpalmata,,,,,,,,,,,,,
3228,Carnivora,Mephitidae,Mydaus,javanensis,True,2499.9999999999995,,,,,,,,,,,,,,,,,1113;2655,Mydaus javanensis,,,,,,,,,,,,,
3229,Carnivora,Mephitidae,Mydaus,marchei,True,2499.9999999999995,,,,,,,,,,,,,,,,,1113,Mydaus marchei,,,,,,,,,,,,,
3230,Rodentia,Muridae,Mylomys,dybowskii,True,110.96000000000004,,4.04,,,,,,,,,,,,,,,730;1297;2655,Mylomys dybowskii,,,,,,,,,,,,,
3231,Rodentia,Muridae,Mylomys,rex,True,,,,,,,,,,,,,,,,,,,Mylomys rex,,,,,,,,,,,,,
3232,Rodentia,Myocastoridae,Myocastor,coypus,True,,225.0,6.0,130.99999999999994,129.99999999999997,2.3,90.99999999999997,1749.9999999999995,152.0,152.0,187.08999999999997,319.3699999999999,101.99999999999996,,,,"434,441,455,520,610,671,676,680,776,1032",1;13;134;484;543;820;883;890;1154;1155;1156;1157;1158;1297;1849;2018;2151;2620;2655;3079,Myocastor coypus,2.608695652173913,2.1369863013698627,2.361090187421644,531.2452921698699,,,,,,,,,
3233,Rodentia,Cricetidae,Myodes,andersoni,True,,,,,,,,,,,,,,,,,,,Myodes andersoni,,,,,,,,,,,,,
3234,Rodentia,Cricetidae,Myodes,californicus,True,18.300000000000004,,3.1,17.999999999999996,,3.85,,,,,,,,,61.120000000000005,18.300000000000004,,45;1297;1332;1444;1573;1822;1949;2655;2791,Myodes californicus,0.8051948051948052,,0.8051948051948052,,,,,,,,,,
3235,Rodentia,Cricetidae,Myodes,centralis,True,,,4.83,,,10.000000000000002,,,,,,,,,,,,1297,Myodes centralis,0.48299999999999993,,0.48299999999999993,,,,,,,,,,
3236,Rodentia,Cricetidae,Myodes,gapperi,True,19.83,1.49,5.37,17.999999999999996,17.0,2.4,30.870000000000005,10.369999999999997,,,94.38999999999999,,19.999999999999996,,54.71999999999998,22.65,,226;693;730;1020;1027;1029;1116;1297;1332;1444;1822;1831;1849;1931;1949;2000;2655;2714;2943;3094,Myodes gapperi,2.2375000000000003,0.2501095890410959,0.7480776734266651,1.114635733405731,,,,,,,,,
3237,Rodentia,Cricetidae,Myodes,glareolus,True,21.499999999999996,1.82,4.3,19.999999999999996,21.0,3.2,19.999999999999996,9.800000000000002,46.99999999999999,72.0,40.91,83.21999999999997,58.79999999999998,0.312,57.19999999999998,21.9,"36,175,434,455,542,610,671,676,680,731",476;496;540;543;730;772;1064;1116;1250;1297;1538;1577;1822;1849;1911;1949;1998;2073;2338;2522;2523;2620;2655;2661;2662;2678;2805;2975;3127,Myodes glareolus,1.3437499999999998,0.2473972602739726,0.5765761601845419,1.0493686115358665,,,,,,,,,
3238,Rodentia,Cricetidae,Myodes,imaizumii,True,,,,,,,,,,,,,,,,,,,Myodes imaizumii,,,,,,,,,,,,,
3239,Rodentia,Cricetidae,Myodes,regulus,True,,,,,,,,,,,,,,,,,,,Myodes regulus,,,,,,,,,,,,,
3240,Rodentia,Cricetidae,Myodes,rex,True,,,,,,,,,,,,,,,,,,,Myodes rex,,,,,,,,,,,,,
3241,Rodentia,Cricetidae,Myodes,rufocanus,True,36.43,2.25,5.01,,32.599999999999994,3.0000000000000004,,10.000000000000002,,,,110.00000000000004,,,59.400000000000006,27.0,,1250;1297;1822;1949;2655,Myodes rufocanus,1.6699999999999997,0.4474684931506848,0.8644491792821851,1.9450106533849165,,,,,,,,,
3242,Rodentia,Cricetidae,Myodes,rutilus,True,19.94,1.8,5.6,23.98,20.5,4.2,,,,,,,,,62.87,21.499999999999996,,412;730;1027;1297;1332;1362;1444;1822;1849;1949;2067;2655;2994;3012;3137,Myodes rutilus,1.3333333333333333,0.31452054794520545,0.6475806749692329,1.1656452149446193,,,,,,,,,
3243,Rodentia,Cricetidae,Myodes,shanseius,True,,,,,,,,,,,,,,,,,,,Myodes shanseius,,,,,,,,,,,,,
3244,Rodentia,Cricetidae,Myodes,smithii,True,34.940000000000005,2.13,4.1,18.999999999999996,22.000000000000004,,27.340000000000003,,,,,119.99999999999997,42.00000000000001,,,,,543;730;1297;2655,Myodes smithii,,0.24712328767123287,0.24712328767123287,0.526372602739726,,,,,,,,,
3247,Rodentia,Gliridae,Myomimus,personatus,True,,,,,,,,,,,,,,,,,,,Myomimus personatus,,,,,,,,,,,,,
3248,Rodentia,Gliridae,Myomimus,roachi,True,,,,,,,,,,,,,,,,,,,Myomimus roachi,,,,,,,,,,,,,
3249,Rodentia,Gliridae,Myomimus,setzeri,True,,,,,,,,,,,,,,,,,,,Myomimus setzeri,,,,,,,,,,,,,
3250,Rodentia,Muridae,Myomyscus,angolensis,True,,,,,,,,,,,,,,,,,,,Myomyscus angolensis,,,,,,,,,,,,,
3251,Rodentia,Muridae,Myomyscus,brockmani,True,,,,,,,,,,,,,,,,,,,Myomyscus brockmani,,,,,,,,,,,,,
3252,Rodentia,Muridae,Myomyscus,verreauxii,True,41.00000000000001,,,,,,,,,,,,,,,,,2442;2655,Myomyscus verreauxii,,,,,,,,,,,,,
3253,Rodentia,Muridae,Myomyscus,yemeni,True,,,,,,,,,,,,,,,,,,,Myomyscus yemeni,,,,,,,,,,,,,
3254,Chiroptera,Pteropodidae,Myonycteris,brachycephala,True,,,,,,,,,,,,,,,,,,273;1658;2151,Myonycteris brachycephala,,,,,,,,,,,,,
3255,Chiroptera,Pteropodidae,Myonycteris,relicta,True,53.32000000000001,,,,,,,,,,,,,,,,,273;1658;2151;2655,Myonycteris relicta,,,,,,,,,,,,,
3256,Chiroptera,Pteropodidae,Myonycteris,torquata,True,44.919999999999995,11.000000000000002,1.0,,,2.0,,,,,,,,,,,,196;258;261;360;428;904;1297;1658;2017;2078;2151;2655;3071,Myonycteris torquata,0.5,,0.5,5.500000000000001,,,,,,,,,
3257,Rodentia,Dasyproctidae,Myoprocta,acouchy,True,913.9999999999997,100.00000000000004,2.0,98.99999999999999,,,53.00000000000001,349.9999999999999,304.00000000000006,304.00000000000006,218.76,,177.6,2.804,502.70000000000016,913.9999999999997,"36,420,434,455,610,671,680,731",543;730;845;905;1297;1822;2151;2431;2655,Myoprocta acouchy,,,,,Rodentia,Dasyproctidae,914.0,2.804,0.24226559999999997,914,2.804,0.24226559999999997,White & Seymour (2003)
3258,Rodentia,Dasyproctidae,Myoprocta,pratti,True,966.7300000000004,79.30000000000003,1.77,99.64999999999998,,,48.629999999999995,,,,137.42000000000004,,,,,,,730;1594;1626,Myoprocta pratti,,,,,,,,,,,,,
3259,Chiroptera,Molossidae,Myopterus,daubentonii,True,,,,,,,,,,,,,,,,,,1658;2151,Myopterus daubentonii,,,,,,,,,,,,,
3260,Chiroptera,Molossidae,Myopterus,whitleyi,True,11.550000000000002,,,,,,,,,,,,,,,,,1658;2143;2151;2622;2655,Myopterus whitleyi,,,,,,,,,,,,,
3261,Rodentia,Cricetidae,Myopus,schisticolor,True,29.99,3.2,5.25,23.739999999999995,24.999999999999996,2.0,19.86,13.039999999999997,,,25.370000000000005,60.82999999999999,12.0,,93.45,26.400000000000002,,543;1297;1437;1573;1822;2655,Myopus schisticolor,2.625,0.35958904109589035,0.9715560883843568,3.108979482829942,Rodentia,Muridae,26.4,0.522,0.0451008,26.4,0.522,0.0451008,White & Seymour (2003)
3262,Rodentia,Sciuridae,Myosciurus,pumilio,True,16.440000000000005,,1.97,,,,,,,,,,,,,,,899;901;904;1105;1297;2495;2655,Myosciurus pumilio,,,,,,,,,,,,,
3263,Soricomorpha,Soricidae,Myosorex,babaulti,True,,,2.9899999999999998,,,,,,,,,,,,,,,1297,Myosorex babaulti,,,,,,,,,,,,,
3264,Soricomorpha,Soricidae,Myosorex,blarina,True,,,,,,,,,,,,,,,,,,,Myosorex blarina,,,,,,,,,,,,,
3265,Soricomorpha,Soricidae,Myosorex,cafer,True,12.300000000000002,,2.9899999999999998,,,,,,,,,,,,,,,1297;2629;2655,Myosorex cafer,,,,,,,,,,,,,
3266,Soricomorpha,Soricidae,Myosorex,eisentrauti,True,,,,,,,,,,,,,,,,,,,Myosorex eisentrauti,,,,,,,,,,,,,
3267,Soricomorpha,Soricidae,Myosorex,geata,True,9.339999999999998,,4.0,,,,,,,,,,,,,,,1297;2655,Myosorex geata,,,,,,,,,,,,,
3268,Soricomorpha,Soricidae,Myosorex,kihaulei,True,,,,,,,,,,,,,,,,,,,Myosorex kihaulei,,,,,,,,,,,,,
3269,Soricomorpha,Soricidae,Myosorex,longicaudatus,True,,,,,,,,,,,,,,,,,,2629,Myosorex longicaudatus,,,,,,,,,,,,,
3270,Soricomorpha,Soricidae,Myosorex,okuensis,True,,,,,,,,,,,,,,,,,,,Myosorex okuensis,,,,,,,,,,,,,
3271,Soricomorpha,Soricidae,Myosorex,rumpii,True,,,,,,,,,,,,,,,,,,,Myosorex rumpii,,,,,,,,,,,,,
3272,Soricomorpha,Soricidae,Myosorex,schalleri,True,,,,,,,,,,,,,,,,,,,Myosorex schalleri,,,,,,,,,,,,,
3273,Soricomorpha,Soricidae,Myosorex,sclateri,True,,,,,,,,,,,,,,,,,,,Myosorex sclateri,,,,,,,,,,,,,
3274,Soricomorpha,Soricidae,Myosorex,tenuis,True,,,,,,,,,,,,,,,,,,,Myosorex tenuis,,,,,,,,,,,,,
3275,Soricomorpha,Soricidae,Myosorex,varius,True,,1.0,3.0000000000000004,,,2.0,22.000000000000004,,,,,,25.200000000000006,,,,"434,455,589,978,1032",221;543;626;721;1297;2629;2655;3054,Myosorex varius,1.5000000000000002,,1.5000000000000002,1.5000000000000002,,,,,,,,,
3276,Soricomorpha,Soricidae,Myosorex,zinki,True,,,,,,,,,,,,,,,,,,,Myosorex zinki,,,,,,,,,,,,,
3277,Rodentia,Spalacidae,Myospalax,aspalax,True,,,,,,,,,,,,,,,,,,,Myospalax aspalax,,,,,,,,,,,,,
3278,Rodentia,Spalacidae,Myospalax,myospalax,True,225.0,,4.5,,,1.0,,,,,,,,,,,,1297;2655,Myospalax myospalax,4.5,,4.5,,,,,,,,,,
3279,Rodentia,Spalacidae,Myospalax,psilurus,True,259.21,,3.11,,,,,,,,,,,,,,,1297;2132,Myospalax psilurus,,,,,,,,,,,,,
3280,Chiroptera,Vespertilionidae,Myotis,abei,True,,,,,,,,,,,,,,,,,,1658;2151,Myotis abei,,,,,,,,,,,,,
3281,Chiroptera,Vespertilionidae,Myotis,adversus,True,10.41,,1.0,,,2.5,56.279999999999994,,,,231.09000000000003,,,,,,,76;196;864;1297;1521;1658;2143;2151;2655;2719;3023,Myotis adversus,0.4,,0.4,,,,,,,,,,
3282,Chiroptera,Vespertilionidae,Myotis,aelleni,True,,,,,,,,,,,,,,,,,,1658;2151,Myotis aelleni,,,,,,,,,,,,,
3283,Chiroptera,Vespertilionidae,Myotis,albescens,True,5.690000000000001,,0.98,93.17999999999998,,2.5,30.199999999999996,,,,152.75999999999993,,,,,,,196;890;1297;1658;2100;2143;2151;2622;2655;3023,Myotis albescens,0.392,,0.392,,,,,,,,,,
3284,Chiroptera,Vespertilionidae,Myotis,alcathoe,True,,,,,,,,,,,,,,,,,,,Myotis alcathoe,,,,,,,,,,,,,
3285,Chiroptera,Vespertilionidae,Myotis,altarium,True,11.000000000000002,,,,,,,,,,,,,,,,,196;1658;2151;2655,Myotis altarium,,,,,,,,,,,,,
3286,Chiroptera,Vespertilionidae,Myotis,anjouanensis,True,,,,,,,,,,,,,,,,,,,Myotis anjouanensis,,,,,,,,,,,,,
3287,Chiroptera,Vespertilionidae,Myotis,annamiticus,True,,,,,,,,,,,,,,,,,,,Myotis annamiticus,,,,,,,,,,,,,
3288,Chiroptera,Vespertilionidae,Myotis,annectans,True,9.750000000000002,,,,,,,,,,,,,,,,,196;1658;2151;2622;2655,Myotis annectans,,,,,,,,,,,,,
3289,Chiroptera,Vespertilionidae,Myotis,atacamensis,True,,,,,,,,,,,,,,,,,,,Myotis atacamensis,,,,,,,,,,,,,
3290,Chiroptera,Vespertilionidae,Myotis,ater,True,,,,,,,,,,,,,,,,,,,Myotis ater,,,,,,,,,,,,,
3291,Chiroptera,Vespertilionidae,Myotis,auriculus,True,38.040000000000006,,1.0,,,,,,,,,,37.99999999999999,,,,,657;1297;1658;2151;2618;2655;2970,Myotis auriculus,,,,,,,,,,,,,
3292,Chiroptera,Vespertilionidae,Myotis,australis,True,,,,,,,,,,,,,,,,,,1658;2151,Myotis australis,,,,,,,,,,,,,
3293,Chiroptera,Vespertilionidae,Myotis,austroriparius,True,7.349999999999999,1.12,1.88,,,1.0,46.800000000000004,,,,188.68000000000004,365.0,72.0,,,,,1006;1297;1413;1516;1658;1705;2151;2215;2352;2427;2602;2655,Myotis austroriparius,1.88,,1.88,2.1056,,,,,,,,,
3294,Chiroptera,Vespertilionidae,Myotis,bechsteinii,True,,,1.0,,365.0,1.0,,,,,,,252.00000000000003,,,,"424,455,542,970,978",196;543;577;1297;1658;2143;2151;2295;2655;2711;2719;2955,Myotis bechsteinii,1.0,1.0,1.0,,,,,,,,,,
3295,Chiroptera,Vespertilionidae,Myotis,blythii,True,,,1.0,,,,,,,,420.91000000000014,,396.0,,,,"424,455",109;1297;1658;2151;2622;2655,Myotis blythii,,,,,,,,,,,,,
3296,Chiroptera,Vespertilionidae,Myotis,bocagii,True,7.930000000000001,,0.99,,,,,,,,,,,,,,,44;196;1297;1658;2143;2151;2295;2622;2655;2719;3023,Myotis bocagii,,,,,,,,,,,,,
3297,Chiroptera,Vespertilionidae,Myotis,bombinus,True,,,,,,,,,,,,,,,,,,1658;2151,Myotis bombinus,,,,,,,,,,,,,
3298,Chiroptera,Vespertilionidae,Myotis,brandtii,True,,,,,,,,,,,,,491.9999999999999,,,,"60,424,477,1127",1658;2151;2622;2655,Myotis brandtii,,,,,,,,,,,,,
3299,Chiroptera,Vespertilionidae,Myotis,bucharensis,True,,,,,,,,,,,,,,,,,,,Myotis bucharensis,,,,,,,,,,,,,
3300,Chiroptera,Vespertilionidae,Myotis,californicus,True,4.39,,0.99,,,1.0,89.78999999999999,,,,,,180.0,,,,,657;1297;1658;2143;2151;2622;2625;2655,Myotis californicus,0.99,,0.99,,,,,,,,,,
3301,Chiroptera,Vespertilionidae,Myotis,capaccinii,True,8.15,,0.99,54.98999999999998,,,,,,,377.5699999999999,,,,,,,1015;1297;1658;2143;2151;2622;2655;2920,Myotis capaccinii,,,,,,,,,,,,,
3302,Chiroptera,Vespertilionidae,Myotis,chiloensis,True,,,0.98,,,,,,,,,,,,,,,890;1297;1658;2151,Myotis chiloensis,,,,,,,,,,,,,
3303,Chiroptera,Vespertilionidae,Myotis,chinensis,True,41.989999999999995,,,,,,,,,,,,,,,,,1658;2151;2622,Myotis chinensis,,,,,,,,,,,,,
3304,Chiroptera,Vespertilionidae,Myotis,ciliolabrum,True,4.89,,,,,,,,,,,,,,,,,2622,Myotis ciliolabrum,,,,,,,,,,,,,
3305,Chiroptera,Vespertilionidae,Myotis,cobanensis,True,,,,,,,,,,,,,,,,,,1658;2151,Myotis cobanensis,,,,,,,,,,,,,
3306,Chiroptera,Vespertilionidae,Myotis,csorbai,True,,,,,,,,,,,,,,,,,,,Myotis csorbai,,,,,,,,,,,,,
3307,Chiroptera,Vespertilionidae,Myotis,dasycneme,True,,,1.0,,,,,,,,,,245.99999999999991,,,,"424,971",196;543;1658;2143;2151;2295;2470;2655;2719,Myotis dasycneme,,,,,,,,,,,,,
3308,Chiroptera,Vespertilionidae,Myotis,daubentonii,True,,2.09,1.0,54.00000000000001,,1.0,,,730.0,730.0,371.23,,336.0,,,,"424,455,477,479,971",196;400;543;892;1297;1521;1658;2143;2151;2295;2470;2622;2655;2719;2977;3001,Myotis daubentonii,1.0,,1.0,2.09,,,,,,,,,
3309,Chiroptera,Vespertilionidae,Myotis,davidii,True,,,,,,,,,,,,,,,,,,,Myotis davidii,,,,,,,,,,,,,
3310,Chiroptera,Vespertilionidae,Myotis,dominicensis,True,,,,,,,,,,,,,,,,,,1658;2151,Myotis dominicensis,,,,,,,,,,,,,
3311,Chiroptera,Vespertilionidae,Myotis,elegans,True,4.21,,0.98,,,,,,,,,,,,,,,1297;1658;2151;2622;2655,Myotis elegans,,,,,,,,,,,,,
3312,Chiroptera,Vespertilionidae,Myotis,emarginatus,True,,,1.0,,365.0,1.0,,,456.00000000000017,456.00000000000017,413.83999999999986,547.5000000000001,272.3999999999999,,,,"424,455,971",428;543;1297;1658;2143;2151;2352;2438;2470;2622;2633;2634;2655;2920,Myotis emarginatus,1.0,1.0,1.0,,,,,,,,,,
3313,Chiroptera,Vespertilionidae,Myotis,evotis,True,,1.22,1.0,,365.0,1.0,,,,,,,263.99999999999994,,,,"424,441,455,971",543;1297;1658;2143;2151;2622;2655;3023,Myotis evotis,1.0,1.0,1.0,1.22,,,,,,,,,
3314,Chiroptera,Vespertilionidae,Myotis,fimbriatus,True,,,,,,,,,,,,,,,,,,,Myotis fimbriatus,,,,,,,,,,,,,
3315,Chiroptera,Vespertilionidae,Myotis,findleyi,True,,,,,,,,,,,,,,,,,,1658;2151,Myotis findleyi,,,,,,,,,,,,,
3316,Chiroptera,Vespertilionidae,Myotis,formosus,True,7.069999999999999,,,,,,,,,,,,,,,,,1439;1658;2151;2655,Myotis formosus,,,,,,,,,,,,,
3317,Chiroptera,Vespertilionidae,Myotis,fortidens,True,4.37,,0.98,,,,,,,,,,,,,,,196;1297;1658;2151;2655;2719,Myotis fortidens,,,,,,,,,,,,,
3318,Chiroptera,Vespertilionidae,Myotis,frater,True,7.540000000000002,,1.0,,,,,,,,,730.0,,,,,,1297;1658;2151;2622;2655,Myotis frater,,,,,,,,,,,,,
3319,Chiroptera,Vespertilionidae,Myotis,gomantongensis,True,,,,,,,,,,,,,,,,,,,Myotis gomantongensis,,,,,,,,,,,,,
3320,Chiroptera,Vespertilionidae,Myotis,goudoti,True,5.56,,,,,,,,,,,,,,,,,1048;1658;2151,Myotis goudoti,,,,,,,,,,,,,
3321,Chiroptera,Vespertilionidae,Myotis,grisescens,True,,2.9,1.0,,365.0,1.0,,,456.00000000000017,456.00000000000017,530.4400000000003,730.0,198.0,,,,"1,424,441,455,731,971",185;543;768;899;1297;1658;1683;1705;2025;2143;2151;2215;2622;2655;2724,Myotis grisescens,1.0,1.0,1.0,2.9,,,,,,,,,
3322,Chiroptera,Vespertilionidae,Myotis,hajastanicus,True,,,,,,,,,,,,,,,,,,,Myotis hajastanicus,,,,,,,,,,,,,
3323,Chiroptera,Vespertilionidae,Myotis,hasseltii,True,8.699999999999998,,0.99,,,,,,,,,,,,,,,196;1297;1658;2151;2622;2655,Myotis hasseltii,,,,,,,,,,,,,
3324,Chiroptera,Vespertilionidae,Myotis,hermani,True,,,,,,,,,,,,,,,,,,,Myotis hermani,,,,,,,,,,,,,
3325,Chiroptera,Vespertilionidae,Myotis,horsfieldii,True,6.05,,,,,,,,,,,,,,,,,76;196;1439;1658;2151;2655,Myotis horsfieldii,,,,,,,,,,,,,
